zakazka_id,produkt_id,planovane_mnozstvi,datum_zahajeni,datum_ukonceni,stredisko_id,naklady_material,naklady_prace,naklady_rezie,celkove_naklady,stav,vyuziti_kapacity,zmetky
VZ000211,PRD0135,3072,2023-01-31,2023-03-13,STR041,217811.52,142407.39,39097.26,399316.17,Dokončeno,0.999,87
VZ000212,PRD0201,4777,2024-12-05,2024-12-28,STR011,47518.45,18723.22,13056.25,79297.92,Zrušeno,1.03,168
VZ000213,PRD0261,2224,2024-08-20,2024-09-24,STR001,4161.2,1254.29,1319.86,6735.35,Dokončeno,0.971,100
VZ000214,PRD0139,2419,2024-12-15,2025-01-08,STR001,267001.9,146452.43,59030.94,472485.27,Dokončeno,0.904,96
VZ000215,PRD0221,553,2023-12-14,2024-01-25,STR001,185059.61,139059.61,41200.54,365319.76,V výrobě,0.867,11
VZ000216,PRD0193,2918,2024-05-02,2024-05-11,STR001,274976.84,96133.48,67300.42,438410.74,Dokončeno,0.907,90
VZ000217,PRD0003,315,2024-07-09,2024-08-17,STR041,159093.58,59465.65,44946.9,263506.13,Dokončeno,0.934,3
VZ000218,PRD0055,3590,2023-03-05,2023-03-10,STR041,8679.78,6912.42,1155.11,16747.31,V výrobě,0.921,51
VZ000219,PRD0239,951,2023-09-14,2023-10-10,STR021,366494.02,143800.94,78883.72,589178.68,Dokončeno,0.944,46
VZ000220,PRD0152,2099,2023-06-09,2023-06-27,STR031,287722.72,123523.77,67041.89,478288.38,Dokončeno,0.855,30
VZ000221,PRD0245,68,2023-11-18,2023-12-03,STR031,189505.01,139613.01,70749.5,399867.52,Dokončeno,0.857,0
VZ000222,PRD0286,705,2025-01-12,2025-02-23,STR031,318222.03,189266.96,86771.98,594260.97,Plánováno,0.891,33
VZ000223,PRD0239,815,2023-03-22,2023-03-29,STR011,50815.13,40165.79,19342.36,110323.28,V výrobě,1.035,32
VZ000224,PRD0264,2052,2024-06-24,2024-07-28,STR031,431142.8,252627.2,39285.15,723055.15,Plánováno,0.95,9
VZ000225,PRD0009,1827,2024-04-28,2024-06-09,STR041,81850.63,40618.49,7701.71,130170.83,Pozastaveno,1.024,73
VZ000226,PRD0155,1439,2024-07-05,2024-07-20,STR001,139248.55,83715.94,54040.7,277005.19,V výrobě,1.024,49
VZ000227,PRD0284,2888,2023-01-07,2023-02-02,STR041,11609.78,7860.73,1327.51,20798.02,Dokončeno,0.872,50
VZ000228,PRD0258,1409,2023-05-18,2023-06-27,STR031,84768.57,22051.66,9046.81,115867.04,V výrobě,0.989,45
VZ000229,PRD0164,828,2023-05-24,2023-06-02,STR001,71632.04,24477.78,6459.75,102569.57,V výrobě,0.973,35
VZ000230,PRD0067,3095,2025-04-22,2025-05-12,STR011,259446.88,182851.63,36654.72,478953.23,V výrobě,0.865,30
VZ000231,PRD0078,2416,2024-11-30,2025-01-06,STR031,267105.39,99380.06,23134.21,389619.66,Zrušeno,0.907,49
VZ000232,PRD0202,641,2025-02-27,2025-04-04,STR011,83234.64,36882.88,29908.12,150025.64,Dokončeno,0.94,17
VZ000233,PRD0058,4956,2025-06-04,2025-06-23,STR011,214203.38,104943.85,62387.46,381534.69,Dokončeno,1.003,244
VZ000234,PRD0068,415,2023-05-18,2023-06-22,STR031,400451.25,238949.74,87943.46,727344.45,Zrušeno,0.97,11
VZ000235,PRD0173,758,2025-05-28,2025-06-04,STR011,274957.62,120809.34,58410.82,454177.78,Plánováno,0.943,9
VZ000236,PRD0273,3382,2025-02-14,2025-03-11,STR041,219362.96,149477.71,48519.66,417360.33,V výrobě,1.001,161
VZ000237,PRD0272,975,2023-12-15,2024-01-21,STR041,123765.89,38879.54,21950.99,184596.42,V výrobě,0.892,46
VZ000238,PRD0222,267,2024-10-25,2024-11-23,STR041,262017.48,160099.42,96326.37,518443.27,Pozastaveno,0.919,8
VZ000239,PRD0208,790,2024-09-06,2024-10-16,STR041,223549.61,63885.42,24546.51,311981.54,Dokončeno,0.995,30
VZ000240,PRD0024,2841,2023-11-22,2023-12-01,STR021,361461.44,76332.32,69522.74,507316.5,Zrušeno,0.947,79
VZ000241,PRD0248,2972,2023-02-05,2023-03-19,STR031,314018.78,234705.25,82181.91,630905.94,Dokončeno,1.02,148
VZ000242,PRD0068,147,2024-07-07,2024-08-20,STR031,109991.91,79721.23,28792.83,218505.97,Pozastaveno,1.034,6
VZ000243,PRD0232,4965,2023-04-18,2023-04-23,STR011,33659.11,14297.85,7825.08,55782.04,Plánováno,0.968,68
VZ000244,PRD0292,4355,2023-09-11,2023-10-17,STR041,158533.85,109374.72,17224.58,285133.15,Dokončeno,0.985,100
VZ000245,PRD0296,2078,2024-07-15,2024-07-26,STR031,298367.47,183725.34,42641.62,524734.43,V výrobě,0.857,12
VZ000246,PRD0121,3332,2024-06-09,2024-07-12,STR041,286754.87,173996.85,82815.07,543566.79,Pozastaveno,0.974,28
VZ000247,PRD0297,202,2025-01-24,2025-02-24,STR021,491883.12,179291.84,131682.37,802857.33,V výrobě,0.922,0
VZ000248,PRD0229,2007,2023-08-01,2023-08-10,STR001,86959.61,60646.32,9169.38,156775.31,Plánováno,0.888,29
VZ000249,PRD0233,4032,2023-02-02,2023-02-08,STR021,329103.06,73125.27,25630.57,427858.9,Plánováno,1.041,76
VZ000250,PRD0291,4267,2023-04-17,2023-05-01,STR031,327967.87,82733.45,62325.76,473027.08,Dokončeno,1.032,167
VZ000251,PRD0221,3282,2023-06-28,2023-07-25,STR011,95991.28,28878.02,21222.78,146092.08,V výrobě,0.926,35
VZ000252,PRD0179,4251,2025-06-12,2025-07-07,STR001,461761.48,317274.98,128294.54,907331.0,Zrušeno,1.006,194
VZ000253,PRD0209,4290,2024-10-27,2024-11-11,STR001,240777.58,51723.78,53996.11,346497.47,Plánováno,0.976,91
VZ000254,PRD0259,1512,2023-03-13,2023-04-18,STR001,257303.46,171693.94,93527.63,522525.03,Pozastaveno,0.899,17
VZ000255,PRD0157,3021,2025-06-06,2025-07-07,STR001,300837.96,217336.12,78361.99,596536.07,Dokončeno,0.904,94
VZ000256,PRD0010,3345,2024-02-19,2024-03-06,STR001,159397.55,53000.67,18980.88,231379.1,Dokončeno,1.05,0
VZ000257,PRD0243,1937,2023-06-09,2023-07-10,STR021,219567.76,165159.49,20224.94,404952.19,Plánováno,0.947,29
VZ000258,PRD0056,2350,2023-04-27,2023-05-18,STR041,378286.72,146121.29,50189.77,574597.78,Dokončeno,0.87,90
VZ000259,PRD0198,519,2024-12-27,2025-02-07,STR001,3650.22,2255.58,529.11,6434.91,Zrušeno,0.862,6
VZ000260,PRD0233,838,2025-04-27,2025-06-02,STR021,395613.79,92983.02,82062.09,570658.9,Plánováno,1.001,34
VZ000261,PRD0097,4460,2023-01-07,2023-01-18,STR031,494905.15,123333.54,38017.28,656255.97,Dokončeno,0.914,78
VZ000262,PRD0065,2607,2023-06-29,2023-07-20,STR031,121189.72,32839.63,23742.05,177771.4,Dokončeno,0.948,10
VZ000263,PRD0244,4486,2023-02-02,2023-02-03,STR011,352233.16,231015.44,59145.83,642394.43,Dokončeno,0.905,197
VZ000264,PRD0218,3976,2024-09-16,2024-10-19,STR041,81669.22,19847.43,11247.06,112763.71,Dokončeno,0.92,130
VZ000265,PRD0234,2657,2024-04-01,2024-04-13,STR011,359705.63,211272.08,44330.26,615307.97,Dokončeno,0.952,113
VZ000266,PRD0064,3480,2023-03-05,2023-03-12,STR031,192762.98,68863.85,65391.36,327018.19,Dokončeno,0.869,107
VZ000267,PRD0081,2915,2023-04-02,2023-04-12,STR021,494927.33,102323.01,36197.4,633447.74,V výrobě,0.987,1
VZ000268,PRD0127,2304,2024-10-17,2024-10-21,STR031,39067.31,12578.65,12773.99,64419.95,Pozastaveno,0.891,35
VZ000269,PRD0129,3473,2024-01-25,2024-03-03,STR011,217086.7,135878.37,70872.26,423837.33,Dokončeno,0.889,135
VZ000270,PRD0148,4586,2023-06-16,2023-07-10,STR001,57455.6,32057.8,17452.62,106966.02,V výrobě,0.974,140
VZ000271,PRD0049,2530,2025-01-17,2025-02-03,STR001,137221.54,94815.79,23200.65,255237.98,V výrobě,0.958,83
VZ000272,PRD0267,1185,2023-08-16,2023-09-26,STR001,415444.53,314429.59,108987.29,838861.41,Dokončeno,1.043,12
VZ000273,PRD0261,2493,2024-09-17,2024-10-29,STR031,264732.84,72938.93,29228.05,366899.82,Dokončeno,0.889,11
VZ000274,PRD0116,3038,2024-01-04,2024-01-16,STR001,342610.32,245105.2,53160.7,640876.22,V výrobě,0.953,51
VZ000275,PRD0136,4523,2023-05-10,2023-06-16,STR041,152484.98,52066.61,40998.92,245550.51,Zrušeno,0.986,30
VZ000276,PRD0120,633,2023-09-27,2023-11-08,STR031,450986.05,292400.94,136646.48,880033.47,Plánováno,0.988,0
VZ000277,PRD0008,2680,2025-04-22,2025-05-11,STR011,199065.36,106426.67,53212.53,358704.56,Plánováno,0.968,40
VZ000278,PRD0234,3870,2025-01-31,2025-03-03,STR001,47519.48,19178.49,9784.56,76482.53,V výrobě,0.934,14
VZ000279,PRD0170,1752,2024-12-06,2024-12-20,STR031,389925.51,171145.49,60988.18,622059.18,Zrušeno,0.867,18
VZ000280,PRD0198,3915,2024-01-20,2024-01-23,STR011,107409.74,22497.64,10529.06,140436.44,V výrobě,0.981,155
VZ000281,PRD0259,4073,2024-06-01,2024-07-03,STR001,367753.38,213774.86,114159.35,695687.59,Zrušeno,1.026,76
VZ000282,PRD0121,4273,2024-01-10,2024-02-18,STR011,111971.31,79754.48,13873.45,205599.24,Dokončeno,0.914,42
VZ000283,PRD0276,21,2024-01-26,2024-02-21,STR021,455491.64,279732.52,138252.23,873476.39,Dokončeno,0.851,1
VZ000284,PRD0135,2430,2024-02-27,2024-03-17,STR021,296917.25,153366.75,104171.44,554455.44,Dokončeno,0.962,104
VZ000285,PRD0074,1790,2023-02-28,2023-03-22,STR001,449402.15,141499.77,34053.5,624955.42,Dokončeno,1.023,48
VZ000286,PRD0104,1894,2024-01-15,2024-02-22,STR021,182637.72,117893.23,25979.62,326510.57,Zrušeno,0.948,12
VZ000287,PRD0079,440,2023-10-26,2023-12-03,STR031,24834.92,15940.34,5224.22,45999.48,V výrobě,0.973,21
VZ000288,PRD0146,1352,2023-12-18,2024-01-30,STR001,334902.29,154779.44,28767.87,518449.6,Dokončeno,0.923,65
VZ000289,PRD0031,2448,2025-06-06,2025-06-23,STR031,350031.55,177736.57,96435.3,624203.42,Dokončeno,0.953,110
VZ000290,PRD0169,3439,2025-04-30,2025-05-21,STR031,479114.72,170174.41,39142.21,688431.34,Plánováno,0.876,72
VZ000291,PRD0229,3955,2025-04-27,2025-05-29,STR021,6088.28,2822.23,1054.22,9964.73,Zrušeno,1.015,178
VZ000292,PRD0202,1507,2023-01-02,2023-02-13,STR021,333524.15,176082.43,91967.24,601573.82,Pozastaveno,0.888,2
VZ000293,PRD0154,1418,2023-01-07,2023-02-20,STR001,113301.56,25802.51,21336.45,160440.52,V výrobě,0.964,57
VZ000294,PRD0086,125,2024-11-02,2024-11-27,STR001,96048.95,74520.88,19227.2,189797.03,Pozastaveno,0.85,0
VZ000295,PRD0222,2183,2024-12-03,2024-12-26,STR001,225622.81,73873.58,69483.61,368980.0,V výrobě,0.89,36
VZ000296,PRD0275,592,2024-06-12,2024-06-17,STR011,190021.24,145869.57,38160.98,374051.79,V výrobě,0.858,16
VZ000297,PRD0198,3110,2025-04-23,2025-04-27,STR031,143155.63,51658.02,22619.85,217433.5,Pozastaveno,0.95,97
VZ000298,PRD0026,1318,2024-10-11,2024-10-21,STR011,449906.46,312093.75,76814.53,838814.74,Plánováno,0.913,48
VZ000299,PRD0075,4102,2024-01-19,2024-02-04,STR041,38486.49,16417.67,3552.02,58456.18,V výrobě,0.975,29
VZ000300,PRD0119,13,2023-06-21,2023-06-27,STR041,87425.45,28012.22,14777.59,130215.26,V výrobě,0.871,0
VZ000301,PRD0229,355,2024-05-16,2024-06-11,STR001,115790.06,79044.29,38077.68,232912.03,Plánováno,0.865,15
VZ000302,PRD0110,421,2024-06-06,2024-06-24,STR021,38019.23,17598.53,7580.87,63198.63,Plánováno,0.975,0
VZ000303,PRD0154,3129,2023-03-20,2023-05-04,STR021,2650.4,1646.16,854.39,5150.95,Dokončeno,0.952,33
VZ000304,PRD0229,2752,2023-05-17,2023-06-07,STR041,89282.08,65183.78,19354.58,173820.44,Dokončeno,0.87,23
VZ000305,PRD0098,3944,2024-09-28,2024-10-13,STR041,226703.34,151215.91,52032.1,429951.35,V výrobě,0.87,173
VZ000306,PRD0214,3104,2024-02-21,2024-04-06,STR021,130437.58,68683.66,38386.16,237507.4,Plánováno,0.99,86
VZ000307,PRD0179,4392,2024-12-13,2025-01-19,STR031,219539.56,62075.45,65747.48,347362.49,Dokončeno,1.036,169
VZ000308,PRD0154,242,2024-12-25,2025-02-03,STR011,362100.8,274983.41,45117.79,682202.0,V výrobě,1.039,8
VZ000309,PRD0220,4054,2025-01-02,2025-01-30,STR021,66556.11,28369.44,17367.1,112292.65,Pozastaveno,0.86,62
VZ000310,PRD0035,1794,2024-11-30,2024-12-04,STR001,317305.93,76056.69,59695.38,453058.0,Dokončeno,0.95,75
VZ000311,PRD0206,3651,2024-04-02,2024-04-11,STR041,78041.37,47606.11,21057.45,146704.93,V výrobě,0.987,130
VZ000312,PRD0056,3448,2024-04-08,2024-04-20,STR021,191587.84,82567.67,41470.09,315625.6,Plánováno,0.902,146
VZ000313,PRD0204,4160,2024-11-11,2024-12-03,STR011,255106.61,63828.8,46963.67,365899.08,Dokončeno,1.046,114
VZ000314,PRD0290,3044,2024-06-11,2024-07-16,STR031,296796.31,180575.73,103625.49,580997.53,Zrušeno,0.93,107
VZ000315,PRD0140,1751,2024-02-20,2024-02-26,STR041,459255.19,287636.69,43238.36,790130.24,Dokončeno,1.028,25
VZ000316,PRD0130,2404,2025-06-19,2025-07-29,STR011,168826.8,61705.76,19446.85,249979.41,Dokončeno,0.974,110
VZ000317,PRD0239,183,2023-05-19,2023-06-02,STR031,341623.91,197674.87,33786.85,573085.63,Pozastaveno,1.018,0
VZ000318,PRD0238,329,2024-11-25,2024-11-27,STR011,236983.12,56842.79,60852.93,354678.84,Dokončeno,0.88,10
VZ000319,PRD0264,3549,2024-12-27,2025-01-10,STR011,238149.09,72122.44,52896.31,363167.84,Dokončeno,0.937,167
VZ000320,PRD0284,1163,2023-08-20,2023-09-27,STR031,410546.0,83552.08,100524.3,594622.38,Zrušeno,0.999,39
VZ000321,PRD0055,918,2023-11-30,2023-12-06,STR021,220194.26,71281.48,57898.12,349373.86,Zrušeno,0.955,4
VZ000322,PRD0139,2216,2024-01-11,2024-02-24,STR041,243816.59,111161.47,86402.92,441380.98,Dokončeno,1.025,8
VZ000323,PRD0194,410,2025-05-31,2025-06-14,STR021,483066.67,124698.79,139453.95,747219.41,Dokončeno,0.973,11
VZ000324,PRD0129,1378,2023-04-03,2023-04-15,STR001,106826.71,83267.24,24525.76,214619.71,Dokončeno,1.005,2
VZ000325,PRD0010,4192,2024-03-14,2024-04-18,STR021,342402.92,134370.05,89177.87,565950.84,Dokončeno,0.887,17
VZ000326,PRD0169,1034,2024-03-01,2024-03-18,STR001,44005.85,19970.3,14836.32,78812.47,Zrušeno,1.036,22
VZ000327,PRD0122,3105,2023-01-15,2023-02-01,STR001,232579.54,134103.86,85355.89,452039.29,V výrobě,0.937,94
VZ000328,PRD0035,1807,2023-08-08,2023-09-01,STR011,233178.38,183912.23,69239.32,486329.93,Zrušeno,0.947,18
VZ000329,PRD0022,2622,2025-02-08,2025-02-20,STR021,27935.62,22066.55,6004.5,56006.67,Dokončeno,0.922,10
VZ000330,PRD0181,4138,2024-05-05,2024-05-27,STR001,101074.82,28223.13,9100.23,138398.18,Dokončeno,0.947,186
VZ000331,PRD0157,3524,2024-02-26,2024-04-09,STR041,476152.15,268989.57,164758.62,909900.34,Dokončeno,0.957,100
VZ000332,PRD0153,4873,2024-10-06,2024-10-13,STR021,401016.73,267768.2,98085.3,766870.23,V výrobě,1.032,119
VZ000333,PRD0293,1009,2023-01-28,2023-03-14,STR001,299265.66,84127.14,37926.97,421319.77,Dokončeno,0.973,10
VZ000334,PRD0081,4651,2023-02-06,2023-03-19,STR031,159267.37,65506.79,39831.99,264606.15,Pozastaveno,1.012,60
VZ000335,PRD0078,1343,2024-12-09,2024-12-31,STR011,191338.56,98902.4,34222.61,324463.57,Pozastaveno,1.005,9
VZ000336,PRD0181,2952,2023-10-02,2023-10-30,STR031,432594.23,322552.73,116212.68,871359.64,Plánováno,1.025,130
VZ000337,PRD0233,2394,2024-12-04,2025-01-11,STR001,495770.39,198133.08,49309.76,743213.23,Dokončeno,0.999,18
VZ000338,PRD0164,4725,2023-02-06,2023-02-07,STR021,421427.74,204207.77,134714.16,760349.67,V výrobě,0.879,213
VZ000339,PRD0260,1630,2025-06-19,2025-06-25,STR041,383891.46,115083.7,116410.21,615385.37,Zrušeno,0.968,64
VZ000340,PRD0112,2880,2024-05-08,2024-06-03,STR031,210106.8,139808.98,26914.36,376830.14,Dokončeno,0.956,23
VZ000341,PRD0005,4343,2024-06-22,2024-07-12,STR001,15114.55,8185.35,2099.9,25399.8,Zrušeno,1.005,66
VZ000342,PRD0191,1431,2023-09-26,2023-10-30,STR011,479950.28,382948.9,189159.13,1052058.31,Plánováno,1.016,30
VZ000343,PRD0184,4068,2023-07-30,2023-08-21,STR021,465530.89,206614.73,66248.26,738393.88,Plánováno,0.994,171
VZ000344,PRD0070,2532,2024-03-04,2024-03-16,STR021,432185.27,183162.68,61435.22,676783.17,V výrobě,0.942,36
VZ000345,PRD0221,2643,2023-12-17,2024-01-24,STR031,189626.06,135324.86,61865.24,386816.16,Dokončeno,1.0,83
VZ000346,PRD0063,1151,2024-02-24,2024-03-21,STR001,428222.12,222674.02,117505.96,768402.1,Dokončeno,0.938,42
VZ000347,PRD0272,1701,2025-02-14,2025-03-17,STR011,146354.89,114563.17,41153.0,302071.06,Zrušeno,0.899,13
VZ000348,PRD0045,1404,2025-05-03,2025-05-13,STR011,347834.77,274897.37,68481.01,691213.15,Plánováno,0.89,20
VZ000349,PRD0084,3685,2024-11-25,2024-12-24,STR031,388091.48,90010.93,86726.64,564829.05,Dokončeno,0.895,95
VZ000350,PRD0289,2549,2024-10-12,2024-10-29,STR001,165423.8,56424.52,11195.63,233043.95,Zrušeno,1.017,76
VZ000351,PRD0018,3289,2023-09-26,2023-10-30,STR001,266671.31,207383.07,38152.33,512206.71,Pozastaveno,0.886,55
VZ000352,PRD0153,2681,2023-11-19,2023-12-18,STR041,463346.15,349540.63,190386.95,1003273.73,Pozastaveno,0.986,59
VZ000353,PRD0098,212,2023-12-23,2024-01-06,STR011,490519.02,320680.16,107631.35,918830.53,V výrobě,0.884,2
VZ000354,PRD0297,548,2023-05-22,2023-06-18,STR031,235536.3,152128.08,77165.86,464830.24,Dokončeno,0.95,20
VZ000355,PRD0117,1084,2023-10-09,2023-11-22,STR001,272363.17,81702.97,65469.23,419535.37,V výrobě,0.854,54
VZ000356,PRD0232,4053,2023-08-02,2023-09-11,STR011,70648.15,27423.91,9148.38,107220.44,Dokončeno,0.968,171
VZ000357,PRD0262,4316,2025-01-02,2025-01-04,STR031,461157.87,228604.29,132986.67,822748.83,Plánováno,0.875,171
VZ000358,PRD0253,340,2025-02-18,2025-03-17,STR031,335358.59,154007.04,35675.04,525040.67,Dokončeno,0.996,12
VZ000359,PRD0177,2805,2023-11-27,2023-12-23,STR041,470614.06,143717.41,130076.87,744408.34,Plánováno,0.93,32
VZ000360,PRD0097,669,2024-07-29,2024-08-09,STR001,114917.62,40860.01,13427.49,169205.12,Plánováno,0.904,9
VZ000361,PRD0292,661,2024-04-17,2024-04-24,STR041,94625.2,40319.25,25689.66,160634.11,Pozastaveno,0.943,27
VZ000362,PRD0284,1280,2023-03-10,2023-04-10,STR001,301298.05,188880.81,119392.98,609571.84,Zrušeno,0.942,63
VZ000363,PRD0290,16,2025-01-21,2025-03-01,STR041,434040.6,221344.6,78584.56,733969.76,V výrobě,0.982,0
VZ000364,PRD0120,4421,2023-02-25,2023-04-11,STR041,232796.16,120073.2,51892.32,404761.68,Dokončeno,1.015,71
VZ000365,PRD0124,348,2023-10-25,2023-11-21,STR041,424271.5,138821.44,85448.7,648541.64,Dokončeno,0.855,9
VZ000366,PRD0139,3846,2023-09-16,2023-09-29,STR021,102578.18,21697.0,6541.09,130816.27,Dokončeno,0.887,102
VZ000367,PRD0189,789,2023-05-18,2023-06-24,STR041,56375.36,28130.05,15963.26,100468.67,V výrobě,1.017,10
VZ000368,PRD0252,2051,2024-10-19,2024-10-28,STR041,325785.25,178138.98,47315.25,551239.48,Plánováno,0.968,89
VZ000369,PRD0010,568,2024-08-12,2024-08-14,STR001,184267.02,84997.48,23926.35,293190.85,Dokončeno,0.984,0
VZ000370,PRD0024,2475,2023-09-22,2023-10-13,STR031,160435.78,112024.15,45522.68,317982.61,Zrušeno,0.871,83
VZ000371,PRD0130,3593,2025-05-24,2025-06-10,STR001,352708.24,127009.07,110201.59,589918.9,Zrušeno,1.026,158
VZ000372,PRD0248,2660,2023-06-02,2023-06-29,STR021,132340.75,84057.76,26546.89,242945.4,Plánováno,0.895,52
VZ000373,PRD0099,2445,2023-03-19,2023-04-21,STR031,237885.14,117717.44,60116.26,415718.84,V výrobě,0.908,49
VZ000374,PRD0198,4436,2024-08-03,2024-08-06,STR011,81595.63,18892.78,20804.57,121292.98,Dokončeno,0.961,104
VZ000375,PRD0296,315,2023-03-19,2023-04-01,STR041,431698.89,216129.81,152596.2,800424.9,Dokončeno,0.873,3
VZ000376,PRD0056,441,2023-02-10,2023-03-11,STR041,290213.3,82792.38,51505.19,424510.87,Zrušeno,0.959,21
VZ000377,PRD0009,3715,2024-07-10,2024-08-20,STR001,128718.71,88190.96,21857.48,238767.15,V výrobě,1.01,59
VZ000378,PRD0173,3600,2025-04-22,2025-05-18,STR031,260689.47,71270.67,40509.61,372469.75,Pozastaveno,1.015,144
VZ000379,PRD0205,2618,2024-09-27,2024-11-07,STR001,25414.71,20229.83,5136.77,50781.31,Dokončeno,0.944,9
VZ000380,PRD0193,1251,2023-07-27,2023-09-05,STR001,146460.56,110259.7,53940.85,310661.11,Pozastaveno,0.969,42
VZ000381,PRD0173,1166,2024-08-20,2024-08-23,STR021,54726.83,14670.31,7540.02,76937.16,Pozastaveno,0.998,34
VZ000382,PRD0121,4950,2025-06-09,2025-07-19,STR011,203314.68,134918.09,54000.49,392233.26,Zrušeno,1.035,170
VZ000383,PRD0087,2185,2024-08-12,2024-09-21,STR031,343720.0,82434.27,65335.5,491489.77,Dokončeno,1.04,11
VZ000384,PRD0194,2884,2024-05-15,2024-06-09,STR041,312903.43,141861.64,42877.13,497642.2,Zrušeno,0.89,31
VZ000385,PRD0097,1130,2023-03-31,2023-04-16,STR001,220508.63,107594.37,18342.35,346445.35,Dokončeno,1.028,4
VZ000386,PRD0086,802,2023-08-21,2023-08-30,STR021,41640.44,20924.75,9417.01,71982.2,Dokončeno,0.969,12
VZ000387,PRD0177,874,2024-04-06,2024-04-29,STR041,368299.82,160673.87,80473.29,609446.98,V výrobě,0.882,18
VZ000388,PRD0062,4158,2024-07-29,2024-08-02,STR031,388867.8,171265.04,60996.57,621129.41,V výrobě,0.938,116
VZ000389,PRD0031,973,2024-09-28,2024-10-21,STR041,336918.44,247850.3,76458.47,661227.21,Dokončeno,0.857,18
VZ000390,PRD0098,3802,2024-12-03,2025-01-05,STR021,125313.57,31183.65,28852.21,185349.43,Dokončeno,0.866,77
VZ000391,PRD0068,4026,2024-06-08,2024-06-24,STR021,213074.28,135341.81,21113.28,369529.37,Zrušeno,0.961,49
VZ000392,PRD0269,4570,2023-11-03,2023-11-09,STR041,177333.01,97020.32,36097.44,310450.77,Dokončeno,1.015,133
VZ000393,PRD0133,1992,2023-06-16,2023-06-18,STR041,199532.81,147631.44,24396.62,371560.87,V výrobě,0.956,77
VZ000394,PRD0297,4719,2024-11-20,2024-12-05,STR001,133092.35,74654.78,37735.91,245483.04,Dokončeno,0.918,0
VZ000395,PRD0241,1567,2024-08-28,2024-10-01,STR021,170870.89,47325.6,16708.93,234905.42,Zrušeno,0.976,35
VZ000396,PRD0234,2481,2023-08-09,2023-09-15,STR001,67513.44,43740.05,21093.35,132346.84,Dokončeno,0.965,95
VZ000397,PRD0110,4591,2024-06-18,2024-08-02,STR001,248547.29,156739.14,78855.13,484141.56,V výrobě,0.869,35
VZ000398,PRD0212,150,2023-01-14,2023-02-03,STR041,379697.92,109835.06,96399.09,585932.07,Dokončeno,0.997,6
VZ000399,PRD0151,2563,2025-05-09,2025-06-07,STR021,159692.92,99488.51,63884.86,323066.29,Zrušeno,1.041,41
VZ000400,PRD0148,770,2023-05-04,2023-06-11,STR011,157250.08,39583.55,30183.8,227017.43,Pozastaveno,0.983,38
VZ000401,PRD0218,4443,2024-04-21,2024-05-22,STR021,186642.37,110835.66,59240.19,356718.22,Pozastaveno,0.88,197
VZ000402,PRD0245,1049,2025-05-08,2025-06-15,STR041,183765.65,87914.43,59212.67,330892.75,Pozastaveno,0.979,39
VZ000403,PRD0129,2824,2024-12-15,2024-12-20,STR001,121356.42,50264.78,14549.4,186170.6,Pozastaveno,0.991,24
VZ000404,PRD0065,2845,2023-11-26,2023-12-26,STR021,429396.66,297589.28,100992.24,827978.18,V výrobě,0.959,140
VZ000405,PRD0101,1315,2023-02-27,2023-03-07,STR011,129421.68,55464.62,16034.67,200920.97,Zrušeno,1.05,28
VZ000406,PRD0120,3008,2023-08-13,2023-09-04,STR041,10495.02,2971.75,1345.16,14811.93,Zrušeno,0.973,75
VZ000407,PRD0060,2861,2023-08-15,2023-08-25,STR041,485512.91,240584.66,93088.18,819185.75,V výrobě,0.984,86
VZ000408,PRD0130,3500,2023-04-22,2023-05-09,STR001,39555.7,31307.78,7687.68,78551.16,Dokončeno,1.017,170
VZ000409,PRD0275,2194,2023-05-24,2023-05-28,STR021,137025.61,39628.73,35620.19,212274.53,Dokončeno,0.992,62
VZ000410,PRD0229,701,2024-09-29,2024-09-30,STR041,495907.08,300102.13,41620.64,837629.85,Plánováno,1.034,11
VZ000411,PRD0181,3507,2025-06-18,2025-07-14,STR011,313725.84,65373.75,92832.45,471932.04,Zrušeno,1.025,173
VZ000412,PRD0147,4231,2023-01-02,2023-01-29,STR041,480661.64,112949.23,113252.02,706862.89,Dokončeno,0.921,134
VZ000413,PRD0239,2181,2024-02-06,2024-02-26,STR031,310040.14,225191.61,121306.58,656538.33,Dokončeno,0.974,87
VZ000414,PRD0040,3991,2025-05-03,2025-05-23,STR021,5230.02,1388.54,343.76,6962.32,V výrobě,0.968,105
